,Unnamed: 0,brand,guaranteed_authentic_brand,model_variant,core_model,price,negotiable_price,bezel_material,bezel_plated,case_material,case_plated,dial
1951,200,omega,False,Diver M,Seamaster,4130.0,False,ceramic,False,steel,False,black
1952,201,omega,False,Diver M,Seamaster,1915.0,False,steel,False,steel,False,white
1954,204,omega,False,Professional Moonwatch,Speedmaster,17850.0,True,ceramic,False,steel,False,black
1956,207,omega,False,Standard,Seamaster,995.0,True,steel,False,steel,False,silver
1957,208,omega,False,Professional Moonwatch,Speedmaster,5699.0,False,steel,False,steel,False,black
1963,214,omega,False,Moonphase,Speedmaster,8400.0,True,ceramic,False,steel,False,blue
1965,216,omega,False,Diver M,Seamaster,4500.0,True,ceramic,False,steel,False,black
1969,220,omega,False,Diver M,Seamaster,6400.0,True,ceramic,False,gold/steel,False,black
1974,225,omega,False,Diver M,Seamaster,4150.0,False,steel,False,steel,False,blue
1977,228,omega,False,Diver M,Seamaster,5795.0,False,ceramic,False,steel,False,blue
1978,229,omega,False,Diver M,Seamaster,9599.0,True,aluminum,False,titanium,False,black
1984,236,omega,False,Diver M,Seamaster,4490.0,False,steel,False,steel,False,black
1986,238,omega,False,Standard,Classic,899.0,True,gold,True,gold,True,champagne
1989,241,omega,False,Professional Moonwatch,Speedmaster,7450.0,True,steel,False,steel,False,black
1991,243,omega,False,Standard,Seamaster Aqua Terra,4595.0,True,steel,False,steel,False,blue
1992,244,omega,False,Diver M,Seamaster,5600.0,True,ceramic,False,steel,False,blue
1993,245,omega,False,Standard,Seamaster,1768.0,True,yellow gold,False,steel,False,black
1995,247,omega,False,Standard,Speedmaster,27113.0,False,ceramic,False,yellow gold,False,gold
1998,250,omega,False,Professional Moonwatch,Speedmaster,6489.0,False,steel,False,steel,False,black
2003,255,omega,False,Standard,Speedmaster,7399.0,True,aluminum,False,steel,False,blue
2006,258,omega,False,Standard,Constellation,3250.0,True,steel,False,steel,False,brown
2009,261,omega,False,Standard,Speedmaster,3995.0,True,steel,False,steel,False,mother of pearl
2010,262,omega,False,Professional Moonwatch,Speedmaster,4980.0,False,steel,False,steel,False,black
2015,268,omega,False,Professional Moonwatch,Speedmaster,13995.0,False,ceramic,False,gold/steel,False,silver
2018,273,omega,False,Diver M,Seamaster,4780.0,True,ceramic,False,steel,False,black
2020,275,omega,False,Diver M,Seamaster,5209.0,False,titanium,False,titanium,False,grey
2021,277,omega,False,Standard,Genève,944.0,True,steel,False,steel,False,grey
2023,279,omega,False,Reduced,Speedmaster,4200.0,False,steel,False,steel,False,black
2025,281,omega,False,Chronograph,Seamaster Planet Ocean,3975.0,True,ceramic,False,steel,False,black
2026,282,omega,False,Standard,Seamaster Aqua Terra,5900.0,True,titanium,False,titanium,False,white
2027,283,omega,False,Prestige,De Ville,5900.0,False,rose gold,False,rose gold,False,mother of pearl
2029,285,omega,False,Reduced,Speedmaster,7350.0,True,aluminum,False,steel,False,white
2031,288,omega,False,Standard,Unknown/Other,1105.0,True,steel,False,steel,False,orange
2032,290,omega,False,Diver M,Seamaster,4400.0,True,ceramic,False,steel,False,grey
2034,292,omega,False,Standard,Seamaster Planet Ocean,3600.0,True,titanium,False,titanium,False,blue
2036,294,omega,False,Standard,Seamaster Planet Ocean,4960.0,True,ceramic,False,steel,False,black
2038,297,omega,False,Split-Seconds,Speedmaster,2990.0,True,steel,False,steel,False,black
2040,299,omega,False,Professional Moonwatch,Speedmaster,5999.0,False,steel,False,steel,False,black
2042,302,omega,False,Diver M,Seamaster,2295.0,True,steel,False,steel,False,blue
2044,304,omega,False,Standard,Seamaster,1500.0,False,steel,False,steel,False,black
2045,305,omega,False,Standard,Seamaster Aqua Terra,4795.0,True,steel,False,steel,False,white
2050,311,omega,False,Mark IV,Speedmaster,2595.0,True,steel,False,steel,False,black
2054,315,omega,False,Worldtimer,Seamaster Aqua Terra,7337.0,True,steel,False,steel,False,blue
2057,318,omega,False,Professional Moonwatch,Speedmaster,6990.0,True,steel,False,steel,False,black
2058,320,omega,False,Standard,Classic,799.0,True,gold,True,gold/steel,False,champagne
2059,321,omega,False,Diver M,Seamaster,6695.0,False,titanium,False,steel,False,grey
2060,322,omega,False,Standard,Seamaster,850.0,True,steel,False,steel,False,gold
2063,325,omega,False,Standard,Seamaster Planet Ocean,8699.0,True,steel,False,steel,False,black
2067,329,omega,False,Standard,Speedmaster,5495.0,True,titanium,False,titanium,False,white
2069,331,omega,False,Standard,Seamaster Planet Ocean,4199.0,False,ceramic,False,steel,False,blue
2070,332,omega,False,Standard,Seamaster,1099.0,True,steel,False,steel,False,silver
2074,337,omega,False,Standard,Seamaster Aqua Terra,5763.0,True,steel,False,steel,False,silver
2076,340,omega,False,Standard,Seamaster,2128.0,False,steel,False,steel,False,blue
2081,350,omega,False,Standard,Classic,683.0,True,steel,False,steel,False,gold
2085,355,omega,False,Snoopy Award,Speedmaster,16500.0,False,ceramic,False,steel,False,silver
2086,357,omega,False,Standard,Seamaster Planet Ocean,8350.0,False,ceramic,False,steel,False,black
2087,358,omega,False,Diver M,Seamaster,3920.0,False,steel,False,steel,False,blue
2089,360,omega,False,Diver M,Seamaster,4105.0,True,ceramic,False,steel,False,black
2090,362,omega,False,Quartz,Constellation,13999.0,True,gem-set,False,rose gold,False,mother of pearl
2091,363,omega,False,Diver M,Seamaster,7999.0,True,steel,False,steel,False,blue
2092,364,omega,False,Diver M,Seamaster,5699.0,False,ceramic,False,steel,False,white
2095,367,omega,False,Professional Moonwatch,Speedmaster,14999.0,False,ceramic,False,steel,False,white
2096,369,omega,False,Standard,Unknown/Other,1019.0,True,gold,True,gold,True,white
2098,371,omega,False,Standard,Seamaster,3196.0,True,steel,False,steel,False,blue
2102,377,omega,False,Standard,Seamaster Aqua Terra,4795.0,True,steel,False,steel,False,grey
2103,378,omega,False,Standard,Seamaster,1199.0,True,steel,False,steel,False,black
2104,379,omega,False,Day-Date,Speedmaster,2595.0,True,steel,False,steel,False,black
2107,383,omega,False,Diver M,Seamaster,8425.0,False,aluminum,False,titanium,False,black
2109,386,omega,False,Racing,Speedmaster,4992.0,True,steel,False,steel,False,black
2111,388,omega,False,Diver M,Seamaster,7500.0,True,aluminum,False,steel,False,blue
2119,397,omega,False,Professional Moonwatch,Speedmaster,15520.0,True,ceramic,False,steel,False,white
2122,401,omega,False,Professional Moonwatch,Speedmaster,5250.0,True,steel,False,steel,False,black
2128,408,omega,False,Standard,Constellation,6999.0,True,yellow gold,False,yellow gold,False,champagne
2132,415,omega,False,Mark IV,Speedmaster,3165.0,False,steel,False,steel,False,black
2133,416,omega,False,Standard,Seamaster,1556.0,False,steel,False,steel,False,black
2134,418,omega,False,Mark II,Speedmaster,2690.0,True,steel,False,steel,False,black
2136,422,omega,False,Professional Moonwatch,Speedmaster,7625.0,True,steel,False,steel,False,black
2141,427,omega,False,Professional Moonwatch,Speedmaster,8350.0,False,steel,False,steel,False,white
2142,428,omega,False,Diver M,Seamaster,4679.0,True,ceramic,False,steel,False,white
2148,435,omega,False,Professional Moonwatch,Speedmaster,6450.0,False,steel,False,steel,False,black
2152,439,omega,False,Standard,Seamaster,1889.0,False,steel,False,steel,False,blue
2157,446,omega,False,Professional Moonwatch,Speedmaster,15999.0,False,ceramic,False,steel,False,white
2158,448,omega,False,Reduced,Speedmaster,5460.0,True,steel,False,steel,False,black
2159,449,omega,False,Professional Moonwatch,Speedmaster,6800.0,False,steel,False,steel,False,black
2160,450,omega,False,Professional Moonwatch,Speedmaster,6123.0,False,aluminum,False,steel,False,black
2161,451,omega,False,Diver M,Seamaster,5335.0,False,ceramic,False,steel,False,blue
2162,452,omega,False,Diver M,Seamaster,5341.0,True,ceramic,False,steel,False,blue
2164,454,omega,False,Standard,Seamaster Planet Ocean,5484.0,False,ceramic,False,steel,False,black
2166,456,omega,False,Trésor,De Ville,3333.0,False,steel,False,steel,False,silver
2167,457,omega,False,Professional Moonwatch,Speedmaster,17526.0,False,ceramic,False,steel,False,white
2168,458,omega,False,Professional Moonwatch,Speedmaster,8200.0,False,steel,False,steel,False,white
2169,459,omega,False,Standard,Seamaster Aqua Terra,5990.0,False,steel,False,steel,False,red
2170,460,omega,False,Ladies,Constellation,9090.0,False,gem-set,False,gold/steel,False,blue
2171,461,omega,False,Diver M,Seamaster,6832.0,False,ceramic,False,steel,False,black
2172,462,omega,False,Professional Moonwatch,Speedmaster,8543.0,False,steel,False,steel,False,white
2174,464,omega,False,Standard,Unknown/Other,5575.0,False,ceramic,False,steel,False,green
2177,474,omega,False,Standard,De Ville,2300.0,True,yellow gold,False,yellow gold,False,gold
2178,475,omega,False,Professional Moonwatch,Speedmaster,6305.0,False,steel,False,steel,False,black
2183,489,omega,False,Professional Moonwatch,Speedmaster,6298.0,True,steel,False,steel,False,black
2184,490,omega,False,Diver M,Seamaster,8797.0,False,aluminum,False,titanium,False,black
2188,508,omega,False,Diver M,Seamaster,9699.0,False,ceramic,False,steel,False,blue
2190,511,omega,False,Professional Moonwatch,Speedmaster,2000.0,True,steel,False,steel,False,black
2193,514,omega,False,Professional Moonwatch,Speedmaster,17199.0,True,steel,False,steel,False,black
2195,517,omega,False,Standard,Seamaster Aqua Terra,4780.0,True,steel,False,steel,False,silver
2196,518,omega,False,Diver M,Seamaster,3316.0,True,white gold,False,steel,False,black
2197,519,omega,False,Date,Speedmaster,4000.0,False,steel,False,steel,False,black
2198,520,omega,False,Standard,Constellation,5700.0,False,ceramic,False,steel,False,grey
2201,524,omega,False,Diver M,Seamaster,6500.0,True,ceramic,False,ceramic,False,black
2203,527,omega,False,Standard,Seamaster,1199.0,True,steel,False,steel,False,black
2204,528,omega,False,Men,Constellation,3790.0,True,rose gold,False,gold/steel,False,silver
2207,531,omega,False,Standard,Speedmaster,2895.0,True,steel,False,steel,False,yellow
2209,534,omega,False,Diver M,Seamaster,4120.0,False,steel,False,steel,False,blue
2210,535,omega,False,Day-Date,Speedmaster,2350.0,False,steel,False,steel,False,blue
2212,537,omega,False,Diver M,Seamaster,4875.0,True,ceramic,False,steel,False,white
2215,542,omega,False,Racing,Speedmaster,4800.0,False,steel,False,steel,False,black
2216,543,omega,False,Diver M,Seamaster,5500.0,False,ceramic,False,steel,False,green
2217,544,omega,False,Worldtimer,Seamaster Aqua Terra,10900.0,False,steel,False,steel,False,blue
2222,549,omega,False,Cosmic,Seamaster,5500.0,False,yellow gold,False,yellow gold,False,champagne
2223,551,omega,False,Standard,Seamaster Planet Ocean,4000.0,False,steel,False,steel,False,black
2224,552,omega,False,Diver M,Seamaster,3920.0,False,steel,False,steel,False,blue
2227,556,omega,False,Standard,Seamaster Planet Ocean,6800.0,False,ceramic,False,steel,False,black
2234,571,omega,False,Date,Speedmaster,2750.0,True,steel,False,steel,False,black
2235,572,omega,False,Professional Moonwatch,Speedmaster,17495.0,False,rose gold,False,rose gold,False,black
2237,574,omega,False,Railmaster,Seamaster,3000.0,True,steel,False,steel,False,black
2244,581,omega,False,Professional Moonwatch,Speedmaster,17425.0,False,ceramic,False,steel,False,silver
2250,587,omega,False,Moonphase,Speedmaster,11000.0,False,steel,False,steel,False,black
2252,589,omega,False,Standard,Seamaster Aqua Terra,17999.0,True,rose gold,False,rose gold,False,blue
2260,597,omega,False,Standard,Seamaster,6800.0,True,steel,False,steel,False,red
2263,601,omega,False,Diver M,Seamaster,4497.0,False,ceramic,False,steel,False,blue
2264,602,omega,False,Diver M,Seamaster,2000.0,True,steel,False,steel,False,blue
2265,603,omega,False,Diver M,Seamaster,4150.0,False,steel,False,steel,False,blue
2266,604,omega,False,Standard,Seamaster Aqua Terra,5000.0,True,steel,False,steel,False,black
2268,607,omega,False,Professional Moonwatch,Speedmaster,7588.0,True,steel,False,steel,False,white
2269,608,omega,False,Professional Moonwatch,Speedmaster,7250.0,False,steel,False,steel,False,black
2273,612,omega,False,Standard,Seamaster Aqua Terra,4795.0,True,steel,False,steel,False,green
2275,614,omega,False,Diver M,Seamaster,4495.0,True,ceramic,False,steel,False,blue
2276,615,omega,False,Diver M,Seamaster,6992.0,False,ceramic,False,gold/steel,False,black
2278,618,omega,False,Diver M,Seamaster,6030.0,True,ceramic,False,steel,False,green
2279,619,omega,False,Professional Moonwatch,Speedmaster,6149.0,True,steel,False,steel,False,black
2285,626,omega,False,Diver M,Seamaster,7850.0,True,steel,False,steel,False,blue
2287,628,omega,False,Date,Speedmaster,4850.0,False,steel,False,steel,False,white
2288,632,omega,False,Worldtimer,Seamaster Aqua Terra,9595.0,False,steel,False,steel,False,blue
2289,633,omega,False,Racing,Speedmaster,4700.0,False,steel,False,steel,False,black
2290,636,omega,False,Worldtimer,Seamaster Aqua Terra,9185.0,True,steel,False,steel,False,blue
2292,642,omega,False,Standard,Seamaster,1590.0,False,steel,False,steel,False,green
2294,649,omega,False,Standard,Seamaster Planet Ocean,3500.0,True,steel,False,steel,False,black
2295,650,omega,False,De Ville,Seamaster,1195.0,True,yellow gold,False,gold,True,gold
2296,651,omega,False,Standard,Constellation,1175.0,True,steel,False,steel,False,silver
2297,652,omega,False,Prestige,De Ville,3919.0,True,steel,False,steel,False,silver
2298,654,omega,False,Diver M,Seamaster,6593.0,True,ceramic,False,steel,False,black
2299,656,omega,False,Professional Moonwatch,Speedmaster,16674.0,False,ceramic,False,steel,False,white
2300,657,omega,False,Standard,Seamaster Planet Ocean,5995.0,True,ceramic,False,steel,False,grey
2302,660,omega,False,Standard,Seamaster Planet Ocean,6699.0,True,ceramic,False,steel,False,black
2307,666,omega,False,Diver M,Seamaster,4595.0,True,ceramic,False,steel,False,blue
2309,668,omega,False,Standard,Seamaster,5588.0,True,steel,False,steel,False,black
2312,672,omega,False,Standard,Seamaster,1299.0,True,steel,False,steel,False,black
2316,677,omega,False,Standard,Seamaster Aqua Terra,12700.0,False,yellow gold,False,gold/steel,False,silver
2317,678,omega,False,Diver M,Seamaster,4400.0,True,ceramic,False,steel,False,blue
2318,679,omega,False,Standard,De Ville,4400.0,True,silver,False,steel,False,green
2319,680,omega,False,Standard,Speedmaster,17250.0,True,ceramic,False,steel,False,black
2322,683,omega,False,Professional Moonwatch,Speedmaster,8699.0,True,steel,False,steel,False,white
2325,686,omega,False,Standard,Seamaster,3195.0,True,steel,False,steel,False,black
2336,701,omega,False,Professional Moonwatch,Speedmaster,50000.0,True,yellow gold,False,yellow gold,False,gold
2337,702,omega,False,Standard,Constellation,12000.0,False,yellow gold,False,yellow gold,False,gold
2338,703,omega,False,Standard,Seamaster Planet Ocean,6099.0,True,steel,False,steel,False,black
2340,710,omega,False,Worldtimer,Seamaster Aqua Terra,66000.0,False,steel,False,steel,False,blue
2341,713,omega,False,Worldtimer,Seamaster Aqua Terra,9500.0,False,steel,False,steel,False,blue
2342,714,omega,False,Standard,Constellation,12000.0,True,yellow gold,False,yellow gold,False,gold
2343,0,cartier,False,Standard,Santos,6999.0,True,steel,False,steel,False,white
2350,7,cartier,False,Standard,Panthère,2947.0,True,steel,False,steel,False,white
2351,8,cartier,False,Standard,Santos Dumont,5000.0,False,steel,False,steel,False,silver
2354,11,cartier,False,Standard,Santos 100,7499.0,True,steel,False,steel,False,silver
2360,17,cartier,False,Standard,Santos,22999.0,False,steel,False,steel,False,skeletonized
2361,18,cartier,False,Solo,Tank,2950.0,True,steel,False,steel,False,silver
2362,19,cartier,False,Standard,Tank Américaine,5950.0,False,yellow gold,False,yellow gold,False,silver
2365,22,cartier,False,Standard,Santos,7095.0,True,steel,False,steel,False,white
2370,27,cartier,False,Standard,Santos,6999.0,True,steel,False,steel,False,green
2372,29,cartier,False,Standard,Ballon Bleu,4499.0,True,steel,False,steel,False,silver
2374,31,cartier,False,Standard,Santos,7200.0,False,yellow gold,False,steel,False,white
2376,33,cartier,False,Standard,Santos,7499.0,True,steel,False,steel,False,white
2377,34,cartier,False,Standard,Tank Louis,8295.0,True,yellow gold,False,yellow gold,False,white
2378,35,cartier,False,Standard,Ballon Bleu,6499.0,True,steel,False,steel,False,silver
2382,39,cartier,False,Standard,Santos,9200.0,False,steel,False,steel,False,black
2383,40,cartier,False,Standard,Santos,4499.0,True,steel,False,steel,False,silver
2388,45,cartier,False,Standard,Santos,9295.0,False,steel,False,steel,False,black
2390,47,cartier,False,Standard,Ballon Bleu,5200.0,True,steel,False,steel,False,silver
2392,49,cartier,False,Standard,Santos Dumont,5099.0,False,steel,False,steel,False,silver
2393,50,cartier,False,Standard,Crash,439995.0,False,platinum,False,platinum,False,silver
2394,51,cartier,False,Standard,Santos 100,4350.0,False,steel,False,steel,False,white
2397,54,cartier,False,Standard,Santos Dumont,4795.0,False,steel,False,steel,False,silver
2399,56,cartier,False,Standard,Ballon Bleu,3290.0,True,steel,False,steel,False,silver
2401,58,cartier,False,Standard,Tank,4995.0,True,steel,False,steel,False,silver
2403,61,cartier,False,Solo,Tank,3150.0,True,steel,False,steel,False,silver
2404,62,cartier,False,Standard,Tank,3500.0,False,steel,False,steel,False,black
2405,63,cartier,False,Galbée,Santos,4000.0,False,steel,False,steel,False,silver
2406,65,cartier,False,Standard,Ballon Bleu,12299.0,True,rose gold,False,rose gold,False,brown
2407,66,cartier,False,Standard,Ballon Bleu,5112.0,False,steel,False,steel,False,silver
2408,67,cartier,False,Standard,Santos,9950.0,True,steel,False,steel,False,blue
2409,68,cartier,False,Standard,Tank,6950.0,True,steel,False,steel,False,white
2411,70,cartier,False,Solo,Tank,3350.0,True,steel,False,steel,False,silver
2412,71,cartier,False,Standard,Panthère,22999.0,True,yellow gold,False,yellow gold,False,white
2413,72,cartier,False,Standard,Panthère,4500.0,False,steel,False,steel,False,silver
2414,73,cartier,False,Galbée,Santos,6500.0,False,steel,False,gold/steel,False,silver
2415,74,cartier,False,Standard,Santos,9299.0,True,yellow gold,False,gold/steel,False,silver
2418,77,cartier,False,Standard,Tank,36980.0,True,yellow gold,False,yellow gold,False,silver
2419,78,cartier,False,Standard,Tank Française,3250.0,False,steel,False,steel,False,silver
2420,79,cartier,False,Standard,Santos Dumont,3895.0,False,steel,False,steel,False,silver
2421,80,cartier,False,Diver,Calibre de Cartier,5200.0,True,steel,False,carbon,False,black
2423,82,cartier,False,Standard,Santos,3700.0,False,yellow gold,False,gold/steel,False,white
2424,83,cartier,False,Standard,Unknown/Other,6499.0,True,rose gold,False,rose gold,False,silver
2425,84,cartier,False,Standard,Santos Dumont,8150.0,False,steel,False,steel,False,black
2426,85,cartier,False,Standard,Unknown/Other,2790.0,True,steel,False,steel,False,silver
2427,86,cartier,False,Standard,Santos,7399.0,False,steel,False,steel,False,green
2429,88,cartier,False,Solo,Tank,3699.0,True,steel,False,steel,False,silver
2431,90,cartier,False,Standard,Santos,7100.0,False,steel,False,steel,False,silver
2436,95,cartier,False,Standard,Santos,10500.0,True,steel,False,steel,False,silver
2437,96,cartier,False,Lacquer,Tank Louis,11500.0,False,yellow gold,False,yellow gold,False,black
2439,98,cartier,False,Standard,Tank Française,2890.0,False,steel,False,steel,False,silver
2440,99,cartier,False,Standard,Tank,7550.0,False,yellow gold,False,yellow gold,False,white
2442,102,cartier,False,Galbée,Santos,6195.0,False,yellow gold,False,steel,False,white
2447,107,cartier,False,Standard,Unknown/Other,11950.0,False,rose gold,False,rose gold,False,silver
2450,110,cartier,False,Standard,Ballon Bleu,3750.0,True,steel,False,steel,False,silver
2451,111,cartier,False,Standard,Tank Française,4450.0,True,steel,False,gold/steel,False,silver
2452,112,cartier,False,Solo,Tank,2986.0,False,steel,False,steel,False,silver
2453,113,cartier,False,Standard,Roadster,5399.0,True,steel,False,steel,False,blue
2454,114,cartier,False,Standard,Santos Dumont,5800.0,False,rose gold,False,gold/steel,False,silver
2455,115,cartier,False,Vermeil,Tank,2500.0,True,silver,False,silver,False,white
2457,117,cartier,False,Standard,Santos 100,5889.0,False,steel,False,steel,False,white
2459,119,cartier,False,Seatimer,Pasha,4818.0,True,steel,False,steel,False,white
2462,122,cartier,False,Standard,Santos,9458.0,False,steel,False,steel,False,silver
2464,124,cartier,False,Standard,Santos,6995.0,True,steel,False,steel,False,silver
2465,125,cartier,False,Standard,Tank,5159.0,False,steel,False,steel,False,silver
2471,133,cartier,False,Standard,Santos 100,5050.0,False,steel,False,steel,False,white
2472,134,cartier,False,Standard,Tank Louis,4990.0,True,yellow gold,False,yellow gold,False,white
2473,135,cartier,False,Standard,Santos Dumont,4800.0,False,steel,False,steel,False,silver
2474,136,cartier,False,Standard,Santos,11979.0,True,steel,False,steel,False,green
2475,137,cartier,False,Standard,Tank Française,17400.0,False,yellow gold,False,yellow gold,False,white
2478,141,cartier,False,Standard,Santos,8899.0,True,steel,False,steel,False,black
2479,142,cartier,False,Standard,Santos 100,4995.0,False,steel,False,steel,False,silver
2480,143,cartier,False,Standard,Panthère,4350.0,True,yellow gold,False,gold/steel,False,white
2482,145,cartier,False,Vermeil,Tank,2850.0,True,silver,False,silver,False,white
2483,146,cartier,False,Standard,Ballon Bleu,5000.0,True,steel,False,steel,False,silver
2485,148,cartier,False,Standard,Tank Louis,9250.0,False,rose gold,False,rose gold,False,silver
2486,149,cartier,False,Standard,Santos,6500.0,True,steel,False,steel,False,green
2489,153,cartier,False,Standard,Santos Dumont,4795.0,True,steel,False,steel,False,silver
2490,154,cartier,False,Standard,Santos,7900.0,False,steel,False,steel,False,blue
2491,155,cartier,False,Standard,Tank Américaine,7499.0,False,white gold,False,white gold,False,silver
2492,156,cartier,False,Standard,Santos,8725.0,True,steel,False,steel,False,blue
2495,159,cartier,False,Standard,Ballon Bleu,6995.0,True,steel,False,steel,False,black
2496,160,cartier,False,Standard,Santos,3400.0,False,yellow gold,False,gold/steel,False,white
2499,163,cartier,False,Standard,Santos Dumont,8495.0,False,steel,False,steel,False,black
2500,164,cartier,True,Standard,Santos,8833.0,False,yellow gold,False,gold/steel,False,red
2501,165,cartier,False,Standard,Unknown/Other,1975.0,False,steel,False,steel,False,silver
2503,167,cartier,False,Standard,Ballon Bleu,4595.0,False,steel,False,steel,False,silver
2505,170,cartier,False,Standard,Santos 100,6195.0,False,steel,False,steel,False,silver
2506,171,cartier,False,Standard,Santos Dumont,35230.0,False,steel,False,steel,False,skeletonized
2507,172,cartier,False,Standard,Panthère,4999.0,False,steel,False,steel,False,silver
2512,177,cartier,False,Vermeil,Tank,2695.0,False,silver,False,silver,False,black
2515,180,cartier,False,Standard,Calibre de Cartier,4250.0,True,steel,False,steel,False,black
2517,182,cartier,False,Standard,Panthère,16900.0,False,yellow gold,False,yellow gold,False,champagne
2518,183,cartier,False,Standard,Pasha,3890.0,True,steel,False,steel,False,silver
2520,185,cartier,False,Standard,Santos Dumont,5395.0,True,rose gold,False,steel,False,silver
2522,188,cartier,False,Standard,Panthère,8950.0,False,yellow gold,False,gold/steel,False,silver
2524,190,cartier,False,Standard,Santos,8400.0,False,steel,False,steel,False,grey
2526,192,cartier,False,Standard,Ballon Bleu,6499.0,True,steel,False,gold/steel,False,silver
2528,195,cartier,False,Standard,Santos Dumont,74125.0,False,rose gold,False,rose gold,False,silver
2531,199,cartier,False,Diver,Calibre de Cartier,5450.0,False,steel,False,steel,False,blue
2532,202,cartier,False,Solo,Tank,3350.0,True,steel,False,steel,False,silver
2535,207,cartier,False,Standard,Tank,8875.0,True,steel,False,steel,False,silver
2536,208,cartier,False,Standard,Santos,42000.0,False,rose gold,False,yellow gold,False,silver
2537,209,cartier,False,Standard,Santos Dumont,5999.0,False,rose gold,False,gold/steel,False,silver
2538,210,cartier,False,Standard,Calibre de Cartier,5795.0,False,rose gold,False,gold/steel,False,silver
2539,211,cartier,False,Standard,Santos,10800.0,True,steel,False,steel,False,silver
2540,212,cartier,False,Standard,Santos,7900.0,False,steel,False,steel,False,silver
2541,213,cartier,False,Standard,Santos,8700.0,True,steel,False,steel,False,brown
2543,215,cartier,False,Standard,Santos,4375.0,False,steel,False,steel,False,white
2544,216,cartier,False,Standard,Tank Française,3800.0,True,steel,False,steel,False,white
2545,218,cartier,False,Standard,Tank Louis,10500.0,True,yellow gold,False,yellow gold,False,white
2547,220,cartier,False,Standard,Panthère,8995.0,False,yellow gold,False,steel,False,silver
2548,221,cartier,False,Anglaise,Tank,3390.0,True,steel,False,steel,False,silver
2549,222,cartier,False,Standard,Ballon Bleu,6069.0,False,steel,False,steel,False,blue
2551,224,cartier,False,Standard,Santos,10350.0,False,yellow gold,False,gold/steel,False,white
2552,225,cartier,False,Solo,Tank,2995.0,False,steel,False,steel,False,white
2553,226,cartier,False,Standard,Tank,4250.0,False,steel,False,steel,False,silver
2556,229,cartier,False,Standard,Pasha,8850.0,False,yellow gold,False,gold/steel,False,silver
2557,230,cartier,False,Solo,Tank,4500.0,False,steel,False,steel,False,silver
2558,231,cartier,False,Standard,Tank,4900.0,False,steel,False,steel,False,red
2559,232,cartier,False,Diver,Calibre de Cartier,4950.0,False,steel,False,steel,False,black
2561,234,cartier,False,Standard,Santos Dumont,5999.0,False,steel,False,steel,False,silver
2562,236,cartier,False,Standard,Santos,8995.0,False,steel,False,steel,False,black
2564,238,cartier,False,Standard,Ballon Bleu,4999.0,True,steel,False,steel,False,blue
2565,239,cartier,False,Standard,Santos,4600.0,False,yellow gold,False,gold/steel,False,white
2566,240,cartier,False,Standard,Santos,8500.0,False,steel,False,steel,False,blue
2568,242,cartier,False,Standard,Ballon Bleu,3950.0,True,steel,False,steel,False,silver
2570,244,cartier,False,Galbée,Santos,6850.0,False,steel,False,steel,False,white
2571,245,cartier,False,Standard,Santos Dumont,37260.0,False,rose gold,False,rose gold,False,skeletonized
2573,247,cartier,False,Galbée,Santos,4895.0,True,steel,False,steel,False,white
2574,248,cartier,False,Standard,Santos,12979.0,True,steel,False,steel,False,green
2577,251,cartier,False,Standard,Tank Louis,7800.0,True,yellow gold,False,yellow gold,False,white
2578,252,cartier,False,Galbée,Santos,7800.0,False,steel,False,gold/steel,False,white
2581,255,cartier,False,Diver,Calibre de Cartier,4999.0,False,ceramic,False,steel,False,blue
2582,256,cartier,False,Standard,Unknown/Other,8995.0,True,steel,False,steel,False,silver
2583,257,cartier,False,Standard,Santos,8395.0,False,steel,False,steel,False,silver
2586,261,cartier,False,Standard,Panthère,3800.0,True,steel,False,steel,False,mother of pearl
2587,262,cartier,False,Standard,Santos 100,5850.0,True,steel,False,steel,False,black
2589,264,cartier,False,Demoiselle,Santos,6100.0,True,steel,False,gold/steel,False,white
2596,275,cartier,False,Standard,Pasha,5800.0,True,steel,False,steel,False,silver
2597,277,cartier,False,Standard,Panthère,3726.0,False,yellow gold,False,gold/steel,False,white
2598,278,cartier,False,Standard,Santos,8634.0,False,steel,False,steel,False,blue
2599,279,cartier,False,Standard,Tank,4195.0,False,steel,False,steel,False,silver
2600,280,cartier,False,Standard,Santos,2990.0,True,yellow gold,False,gold/steel,False,white
2602,282,cartier,False,Standard,Panthère,10395.0,False,yellow gold,False,steel,False,silver
2603,283,cartier,False,Standard,Roadster,10735.0,False,yellow gold,False,yellow gold,False,silver
2604,287,cartier,False,Standard,Ballon Bleu,3790.0,True,steel,False,steel,False,black
2607,290,cartier,False,Standard,Santos Dumont,6999.0,True,steel,False,steel,False,silver
2610,293,cartier,False,Standard,Tank,3800.0,False,silver,False,silver,False,white
2616,300,cartier,False,Standard,Ronde Solo de Cartier,2850.0,True,steel,False,steel,False,silver
2617,301,cartier,False,Standard,Santos,34000.0,False,yellow gold,False,yellow gold,False,silver
2619,303,cartier,False,Standard,Santos,8995.0,False,steel,False,steel,False,silver
2620,304,cartier,False,Standard,Panthère,18500.0,False,yellow gold,False,yellow gold,False,white
2621,305,cartier,True,Standard,Baignoire,9353.0,False,yellow gold,False,yellow gold,False,white
2625,309,cartier,False,Solo,Tank,4550.0,True,steel,False,steel,False,silver
2626,310,cartier,False,Standard,Unknown/Other,4140.0,False,steel,False,steel,False,silver
