,negotiable_price,price,guaranteed_authentic_brand,brand,case_plated,case_material,bezel_plated,bezel_material,bracelet_plated,bracelet_material,clasp_plated,clasp_material,dial,core_model,model_variant,year_of_production,is_year_of_production_estimate,age_in_years_2026,original_box,original_papers,movement,clasp,number_of_jewels
558,False,21500,False,rolex,False,steel,False,,False,steel,False,,black,GMT-Master II,Standard,2024,False,2,1.0,1.0,automatic,,
559,False,17999,False,rolex,False,rose gold,False,,False,,False,,black,GMT-Master II,Standard,,False,,0.0,1.0,,,
560,False,49599,False,rolex,False,rose gold,False,rose gold,False,rose gold,False,rose gold,green,Day-Date 40,Standard,2021,False,5,1.0,1.0,automatic,fold clasp,31
561,False,20425,False,rolex,False,gold/steel,False,yellow gold,False,gold/steel,False,gold/steel,gold,Datejust 41,Standard,2024,False,2,1.0,1.0,automatic,fold clasp,31
562,False,13950,False,rolex,False,gold/steel,False,yellow gold,False,gold/steel,False,,brown,GMT-Master II,Standard,1995,True,31,0.0,1.0,automatic,fold clasp,31
563,False,79995,False,rolex,False,yellow gold,False,yellow gold,False,yellow gold,False,yellow gold,black,Day-Date 36,Standard,1990,False,36,1.0,1.0,automatic,"fold clasp, hidden",31
564,False,8950,False,rolex,False,steel,False,ceramic,False,steel,False,steel,black,Submariner,No Date,,False,,0.0,1.0,automatic,fold clasp,31
565,False,14750,False,rolex,False,steel,False,white gold,False,steel,False,steel,grey,Datejust 41,Standard,2023,True,3,1.0,1.0,automatic,fold clasp,31
566,True,15500,False,rolex,False,gold/steel,False,yellow gold,False,gold/steel,False,gold/steel,gold,Datejust 41,Standard,2018,True,8,1.0,1.0,automatic,fold clasp,31
567,False,34350,False,rolex,False,steel,False,ceramic,False,steel,False,steel,black,Unknown/Other,Standard,2026,False,0,1.0,1.0,automatic,fold clasp,44
568,True,5978,False,rolex,False,gold/steel,False,yellow gold,False,gold/steel,False,steel,silver,Datejust 36,Standard,1979,False,47,1.0,1.0,automatic,fold clasp,27
569,False,18498,False,rolex,False,steel,False,ceramic,False,steel,False,steel,green,Submariner,Date,,False,,0.0,1.0,automatic,fold clasp,31
570,False,12995,False,rolex,False,steel,False,platinum,False,steel,False,steel,blue,Yacht-Master 40,Standard,2020,True,6,1.0,1.0,automatic,fold clasp,31
571,False,8600,False,rolex,False,steel,False,steel,False,steel,False,steel,white,Explorer II,Standard,1997,False,29,0.0,1.0,automatic,fold clasp,31
572,False,43495,False,rolex,False,rose gold,False,rose gold,False,rose gold,False,rose gold,grey,Sky-Dweller,Standard,,False,,1.0,1.0,automatic,fold clasp,40
573,False,25995,False,rolex,False,steel,False,white gold,False,steel,False,steel,black,Datejust 31,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,31
574,True,13290,False,rolex,False,steel,False,ceramic,False,steel,False,steel,black,Submariner,Date,,False,,0.0,1.0,automatic,fold clasp,31
575,False,18999,False,rolex,False,steel,False,,False,steel,False,,green,Datejust 41,Standard,2024,False,2,1.0,1.0,automatic,,
576,True,12667,False,rolex,False,steel,False,steel,False,steel,False,steel,blue,Datejust 41,Standard,2022,False,4,1.0,1.0,automatic,fold clasp,31
577,True,6250,False,rolex,False,gold/steel,False,yellow gold,False,gold/steel,False,steel,blue,Lady-Datejust,Standard,1990,True,36,1.0,1.0,automatic,fold clasp,29
578,False,16900,False,rolex,False,yellow gold,False,yellow gold,False,yellow gold,False,yellow gold,black,Day-Date 36,Standard,1988,False,38,0.0,1.0,automatic,"fold clasp, hidden",27
579,True,8250,False,rolex,False,gold/steel,False,yellow gold,False,gold/steel,False,steel,gold,Datejust 36,Standard,1986,False,40,1.0,1.0,automatic,fold clasp,31
580,True,16300,False,rolex,False,gold/steel,False,yellow gold,False,gold/steel,False,gold/steel,black,Datejust 41,Standard,2018,True,8,1.0,1.0,automatic,fold clasp,31
581,False,14495,False,rolex,False,steel,False,white gold,False,steel,False,steel,green,Datejust 36,Standard,2024,False,2,1.0,1.0,automatic,fold clasp,31
582,False,4199,False,rolex,False,gold/steel,False,yellow gold,False,gold/steel,False,steel,turquoise,Lady-Datejust,Standard,1978,False,48,1.0,1.0,automatic,fold clasp,26
583,False,13800,False,rolex,False,steel,False,ceramic,False,steel,False,steel,black,Submariner,Date,2021,False,5,1.0,1.0,automatic,fold clasp,31
584,False,38000,False,rolex,False,rose gold,False,rose gold,False,rubber,False,rose gold,grey,Sky-Dweller,Standard,2022,False,4,1.0,1.0,automatic,fold clasp,40
585,True,29000,False,rolex,False,steel,False,ceramic,False,steel,False,steel,black,Unknown/Other,Standard,2023,False,3,1.0,1.0,automatic,fold clasp,44
586,True,38975,False,rolex,False,rose gold,False,ceramic,False,rose gold,False,rose gold,black,GMT-Master II,Standard,,False,,1.0,1.0,automatic,fold clasp,31
587,False,12350,False,rolex,False,steel,False,steel,False,steel,False,steel,green,Datejust 41,Standard,2026,False,0,1.0,1.0,automatic,fold clasp,31
588,False,7295,False,rolex,False,steel,False,steel,False,steel,False,steel,blue,Oyster Perpetual,Standard,2014,False,12,1.0,1.0,automatic,fold clasp,31
589,False,8200,False,rolex,False,steel,False,steel,False,steel,False,steel,silver,Oyster Perpetual,Standard,2020,False,6,1.0,1.0,automatic,fold clasp,31
590,False,14995,False,rolex,False,steel,False,steel,False,steel,False,steel,blue,Milgauss,Standard,2020,False,6,1.0,1.0,automatic,fold clasp,31
591,False,24995,False,rolex,False,steel,False,white gold,False,steel,False,steel,pink,Lady-Datejust,Standard,2020,False,6,1.0,1.0,automatic,fold clasp,31
592,False,13995,False,rolex,False,steel,False,ceramic,False,steel,False,steel,black,Submariner,Date,2017,False,9,1.0,1.0,automatic,fold clasp,31
593,False,18600,False,rolex,False,steel,False,white gold,False,steel,False,steel,green,Datejust 41,Standard,2024,False,2,1.0,1.0,automatic,fold clasp,31
594,True,4000,False,rolex,False,steel,False,steel,False,steel,False,steel,silver,Datejust 36,Standard,1970,False,56,0.0,1.0,automatic,fold clasp,26
595,False,3299,False,rolex,False,steel,False,steel,False,steel,False,steel,bronze,Lady-Datejust,Standard,1981,False,45,0.0,1.0,automatic,fold clasp,26
596,True,15250,False,rolex,False,steel,False,platinum,False,steel,False,steel,grey,Yacht-Master 40,Standard,2022,False,4,1.0,1.0,automatic,fold clasp,31
597,False,43850,False,rolex,False,platinum,False,platinum,False,leather,False,platinum,blue,1908,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,38
598,False,51495,False,rolex,False,yellow gold,False,yellow gold,False,yellow gold,False,yellow gold,gold,Day-Date 40,Standard,2018,False,8,1.0,1.0,automatic,fold clasp,31
599,False,11432,True,rolex,False,steel,False,steel,False,steel,False,,black,GMT-Master II,Standard,,False,,0.0,1.0,automatic,,
600,False,29995,False,rolex,False,steel,False,ceramic,False,steel,False,steel,meteorite,GMT-Master II,Standard,2019,False,7,1.0,1.0,automatic,fold clasp,31
601,False,16900,False,rolex,False,steel,False,white gold,False,steel,False,steel,blue,Datejust 41,Standard,2024,False,2,1.0,1.0,automatic,fold clasp,31
602,True,22445,False,rolex,False,steel,False,ceramic,False,steel,False,steel,black,GMT-Master II,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,31
603,False,14370,False,rolex,False,steel,False,ceramic,False,steel,False,steel,black,Submariner,No Date,2026,False,0,1.0,1.0,automatic,fold clasp,31
604,False,12995,False,rolex,False,yellow gold,False,,False,leather,False,,black,Day-Date 36,Standard,1982,False,44,0.0,1.0,,,
605,False,14195,False,rolex,False,steel,False,steel,False,steel,False,steel,blue,Milgauss,Standard,2016,False,10,1.0,1.0,automatic,fold clasp,31
606,False,8999,False,rolex,False,steel,False,steel,False,steel,False,steel,black,Submariner,No Date,1989,True,37,0.0,1.0,automatic,fold clasp,26
607,False,3216,False,rolex,False,steel,False,steel,False,steel,False,steel,black,Unknown/Other,Standard,1979,False,47,0.0,1.0,manual winding,fold clasp,17
608,True,37500,False,rolex,False,yellow gold,False,yellow gold,False,leather,False,yellow gold,white,Unknown/Other,Standard,1998,True,28,1.0,1.0,automatic,fold clasp,31
609,True,29995,False,rolex,False,steel,False,ceramic,False,steel,False,steel,meteorite,GMT-Master II,Standard,2017,False,9,1.0,1.0,automatic,fold clasp,31
610,False,16200,False,rolex,False,steel,False,white gold,False,steel,False,steel,blue,Datejust 41,Standard,2021,False,5,1.0,1.0,automatic,fold clasp,31
611,False,20799,False,rolex,False,steel,False,white gold,False,steel,False,steel,blue,Sky-Dweller,Standard,2018,False,8,1.0,1.0,automatic,fold clasp,40
612,True,51500,False,rolex,False,steel,False,white gold,False,white gold,False,white gold,blue,Day-Date 40,Standard,2025,False,1,0.0,1.0,automatic,fold clasp,31
613,True,6200,False,rolex,False,steel,False,white gold,False,steel,False,steel,silver,Datejust 36,Standard,1989,False,37,0.0,1.0,automatic,fold clasp,31
614,False,25995,False,rolex,False,steel,False,white gold,False,steel,False,steel,blue,Datejust 36,Standard,2020,False,6,1.0,1.0,automatic,fold clasp,31
615,False,2808,False,rolex,False,steel,False,,False,leather,False,,silver,Unknown/Other,Standard,1963,False,63,0.0,1.0,manual winding,buckle,
616,False,10950,False,rolex,False,steel,False,steel,False,steel,False,steel,black,Submariner,Date,1979,False,47,1.0,1.0,automatic,fold clasp,26
617,False,8650,False,rolex,False,steel,False,steel,False,steel,False,steel,black,Submariner,No Date,1967,True,59,1.0,1.0,automatic,fold clasp,26
618,False,5599,False,rolex,False,steel,False,steel,False,steel,False,steel,blue,Datejust 36,Standard,1985,False,41,0.0,1.0,automatic,fold clasp,27
619,True,8750,False,rolex,False,steel,False,steel,False,steel,False,steel,black,Submariner,Date,1998,True,28,0.0,1.0,automatic,fold clasp,31
620,False,68000,False,rolex,False,rose gold,False,,False,rose gold,False,,blue,Sky-Dweller,Standard,2024,False,2,1.0,1.0,automatic,,
621,False,29500,False,rolex,False,titanium,False,ceramic,False,titanium,False,titanium,black,Unknown/Other,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,31
622,False,15595,False,rolex,False,steel,False,white gold,False,steel,False,steel,grey,Datejust 41,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,31
623,False,13395,False,rolex,False,gold/steel,False,yellow gold,False,gold/steel,False,gold/steel,grey,Datejust 41,Standard,2019,True,7,1.0,1.0,automatic,fold clasp,31
624,False,9612,False,rolex,False,yellow gold,False,,False,leather,False,,grey,,,1961,False,65,0.0,1.0,manual winding,buckle,
625,True,9000,False,rolex,False,steel,False,steel,False,steel,False,steel,black,Submariner,Date,1999,True,27,1.0,1.0,automatic,fold clasp,31
626,False,39800,False,rolex,False,steel,False,ceramic,False,steel,False,steel,white,Unknown/Other,Standard,2026,False,0,1.0,1.0,automatic,fold clasp,44
627,False,6950,False,rolex,False,yellow gold,False,yellow gold,False,leather,False,yellow gold,blue,Oyster Perpetual,Date,1979,False,47,0.0,1.0,automatic,,26
628,True,5750,False,rolex,False,gold/steel,False,yellow gold,False,gold/steel,False,steel,silver,Lady-Datejust,Standard,1987,False,39,1.0,1.0,automatic,fold clasp,29
629,False,18899,False,rolex,False,gold/steel,False,rose gold,False,gold/steel,False,gold/steel,brown,Datejust 41,Standard,2023,False,3,1.0,1.0,automatic,fold clasp,31
630,False,8949,False,rolex,False,steel,False,steel,False,steel,False,steel,black,Submariner,Date,2005,True,21,0.0,1.0,automatic,fold clasp,31
631,False,9250,False,rolex,False,gold/steel,False,yellow gold,False,gold/steel,False,steel,black,Submariner,Date,1986,True,40,1.0,1.0,automatic,fold clasp,31
632,False,18995,False,rolex,False,steel,False,yellow gold,False,gold/steel,False,yellow gold,champagne,Lady-Datejust,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,31
633,False,6999,False,rolex,False,steel,False,white gold,False,steel,False,steel,grey,Datejust 36,Standard,1982,False,44,0.0,1.0,automatic,fold clasp,27
634,False,17015,False,rolex,False,steel,False,rose gold,False,gold/steel,False,gold/steel,grey,Datejust 41,Standard,2020,False,6,1.0,1.0,automatic,fold clasp,
635,False,12750,False,rolex,False,yellow gold,False,yellow gold,False,yellow gold,False,yellow gold,gold,Day-Date 36,Standard,1985,True,41,0.0,1.0,automatic,"fold clasp, hidden",27
636,True,9400,False,rolex,False,gold/steel,False,white gold,False,steel,False,steel,blue,Datejust 36,Standard,,False,,1.0,1.0,automatic,fold clasp,31
637,True,7495,False,rolex,False,yellow gold,False,,False,leather,False,,champagne,Day-Date 36,Standard,1967,False,59,0.0,1.0,automatic,,
638,False,20995,False,rolex,False,gold/steel,False,yellow gold,False,gold/steel,False,yellow gold,mother of pearl,Lady-Datejust,Standard,2020,False,6,1.0,1.0,automatic,fold clasp,31
639,False,7200,False,rolex,False,steel,False,white gold,False,steel,False,steel,blue,Datejust 36,Standard,1996,False,30,0.0,1.0,automatic,fold clasp,31
640,False,6200,False,rolex,False,gold/steel,False,yellow gold,False,gold/steel,False,steel,blue,Datejust 36,Standard,1986,True,40,1.0,1.0,automatic,fold clasp,27
641,False,11895,False,rolex,False,steel,False,white gold,False,steel,False,steel,black,Datejust 41,Standard,2020,True,6,1.0,1.0,automatic,fold clasp,31
642,True,4999,False,rolex,False,gold/steel,False,yellow gold,False,gold/steel,False,steel,white,Datejust 36,Standard,1978,True,48,0.0,1.0,automatic,fold clasp,27
643,False,26997,False,rolex,False,steel,False,ceramic,False,steel,False,steel,black,GMT-Master II,Standard,2022,False,4,1.0,1.0,automatic,fold clasp,31
644,False,33995,False,rolex,False,gold/steel,False,yellow gold,False,gold/steel,False,gold/steel,mother of pearl,Datejust 31,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,31
645,False,5350,False,rolex,False,steel,False,,False,steel,False,steel,black,Oyster Perpetual,Date,1990,True,36,0.0,1.0,automatic,fold clasp,
646,False,16995,False,rolex,False,steel,False,,False,,False,,brown,Datejust 41,Standard,2017,False,9,1.0,1.0,,,
647,False,18000,False,rolex,False,steel,False,steel,False,steel,False,steel,black,Submariner,No Date,1978,False,48,0.0,1.0,automatic,fold clasp,26
648,False,15090,False,rolex,False,steel,False,steel,False,steel,False,steel,black,Submariner,No Date,1980,False,46,1.0,1.0,automatic,fold clasp,26
649,False,2357,False,rolex,False,steel,False,,False,steel,False,,silver,Unknown/Other,Standard,,False,,0.0,1.0,manual winding,,
650,False,5108,False,rolex,False,,False,,False,,False,,black,Oyster Perpetual,Date,,False,,0.0,1.0,automatic,,
651,False,4990,False,rolex,False,steel,False,,False,,False,,black,Oyster Perpetual,Date,,False,,0.0,1.0,,,
652,True,14950,False,rolex,False,steel,False,,False,,False,,,Datejust 41,Standard,2025,False,1,1.0,1.0,automatic,,
653,True,8750,False,rolex,False,,False,,False,,False,,,Oyster Perpetual,Date,1970,False,56,0.0,1.0,,,
654,True,14995,False,rolex,False,steel,False,steel,False,steel,False,steel,black,Submariner,No Date,1965,True,61,0.0,1.0,automatic,fold clasp,26
655,False,26495,False,rolex,False,white gold,False,white gold,False,white gold,False,white gold,black,Day-Date 36,Standard,2007,True,19,1.0,1.0,automatic,,31
656,False,12799,False,rolex,False,steel,False,ceramic,False,steel,False,steel,black,Submariner,Date,2020,False,6,1.0,1.0,automatic,fold clasp,31
657,False,17330,False,rolex,False,steel,False,ceramic,False,steel,False,steel,black,Submariner,Date,2026,False,0,1.0,1.0,automatic,fold clasp,31
658,False,9050,False,rolex,False,steel,False,steel,False,steel,False,steel,black,Submariner,No Date,1988,True,38,1.0,1.0,automatic,fold clasp,26
659,True,23400,False,rolex,False,gold/steel,False,ceramic,False,gold/steel,False,gold/steel,black,GMT-Master II,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,31
660,False,11495,False,rolex,False,gold/steel,False,aluminum,False,gold/steel,False,gold/steel,blue,Submariner,Date,,False,,0.0,1.0,automatic,fold clasp,31
661,False,38895,False,rolex,False,yellow gold,False,yellow gold,False,yellow gold,False,yellow gold,black,Unknown/Other,Standard,2008,True,18,1.0,1.0,automatic,fold clasp,44
662,True,68000,False,rolex,False,yellow gold,False,yellow gold,False,yellow gold,False,yellow gold,green,Day-Date 40,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,31
663,False,2999,False,rolex,False,steel,False,steel,False,steel,False,steel,white,Lady-Datejust,Standard,1982,False,44,0.0,1.0,automatic,fold clasp,28
664,False,14399,False,rolex,False,steel,False,ceramic,False,steel,False,steel,black,Submariner,Date,2021,False,5,1.0,1.0,automatic,fold clasp,31
665,False,50000,False,rolex,False,yellow gold,False,ceramic,False,yellow gold,False,yellow gold,black,Submariner,Date,2024,False,2,1.0,1.0,automatic,fold clasp,31
666,False,7695,False,rolex,False,steel,False,steel,False,steel,False,steel,silver,Oyster Perpetual,Standard,2021,False,5,1.0,1.0,automatic,fold clasp,31
667,True,25000,False,rolex,False,yellow gold,False,yellow gold,False,yellow gold,False,yellow gold,gold,Day-Date 36,Standard,1987,False,39,1.0,1.0,automatic,"fold clasp, hidden",27
668,True,16450,False,rolex,False,steel,False,white gold,False,steel,False,steel,black,GMT-Master II,Standard,2016,False,10,1.0,1.0,automatic,fold clasp,40
669,False,4895,False,rolex,False,yellow gold,False,yellow gold,False,leather,False,yellow gold,gold,Lady-Datejust,Standard,,False,,0.0,1.0,automatic,buckle,
670,False,48995,False,rolex,False,yellow gold,False,yellow gold,False,yellow gold,False,yellow gold,green,Day-Date 36,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,31
671,False,51000,False,rolex,False,rose gold,False,,False,rubber,False,,grey,Sky-Dweller,Standard,2024,False,2,1.0,1.0,automatic,,
672,True,14790,False,rolex,False,steel,False,white gold,False,steel,False,steel,grey,Datejust 36,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,31
673,False,26999,False,rolex,False,steel,False,steel,False,steel,False,steel,turquoise,Oyster Perpetual,Standard,2020,False,6,1.0,1.0,automatic,double-fold clasp,31
674,False,77800,False,rolex,False,yellow gold,False,yellow gold,False,yellow gold,False,yellow gold,green,Sky-Dweller,Standard,2025,True,1,1.0,1.0,automatic,fold clasp,40
675,False,18000,False,rolex,False,steel,False,white gold,False,steel,False,steel,grey,Datejust 41,Wimbledon,2025,False,1,1.0,1.0,automatic,fold clasp,31
676,True,28000,False,rolex,False,white gold,False,white gold,False,alligator skin,False,white gold,white,Unknown/Other,Standard,2006,True,20,0.0,1.0,automatic,fold clasp,44
677,False,18995,False,rolex,False,gold/steel,False,yellow gold,False,gold/steel,False,yellow gold,champagne,Lady-Datejust,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,31
678,False,111900,False,rolex,False,yellow gold,False,gem-set,False,yellow gold,False,yellow gold,gold,Day-Date 40,Standard,2023,False,3,1.0,1.0,automatic,fold clasp,31
679,False,14995,False,rolex,False,steel,False,ceramic,False,steel,False,steel,black,GMT-Master II,Standard,,False,,1.0,1.0,automatic,fold clasp,31
680,False,17299,False,rolex,False,gold/steel,False,yellow gold,False,gold/steel,False,gold/steel,grey,Datejust 36,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,31
681,False,92215,False,rolex,False,yellow gold,False,yellow gold,False,yellow gold,False,yellow gold,green,Unknown/Other,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,31
682,False,11425,False,rolex,False,steel,False,steel,False,steel,False,steel,blue,Oyster Perpetual,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,31
683,False,20995,False,rolex,False,gold/steel,False,yellow gold,False,gold/steel,False,yellow gold,mother of pearl,Lady-Datejust,Standard,2020,False,6,1.0,1.0,automatic,fold clasp,31
684,False,11295,False,rolex,False,gold/steel,False,yellow gold,False,gold/steel,False,gold/steel,grey,Yacht-Master 40,Standard,2013,True,13,1.0,1.0,automatic,fold clasp,31
685,True,41000,False,rolex,False,yellow gold,False,ceramic,False,rubber,False,yellow gold,black,Unknown/Other,Standard,2019,False,7,1.0,1.0,automatic,fold clasp,44
686,False,19895,False,rolex,False,steel,False,ceramic,False,steel,False,steel,black,GMT-Master II,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,31
687,False,11800,False,rolex,False,gold/steel,False,yellow gold,False,gold/steel,False,gold/steel,blue,Submariner,Date,1999,False,27,1.0,1.0,automatic,fold clasp,31
688,False,16995,False,rolex,False,gold/steel,False,yellow gold,False,gold/steel,False,gold/steel,white,Unknown/Other,Standard,2002,True,24,1.0,1.0,automatic,fold clasp,44
689,False,17425,False,rolex,False,steel,False,white gold,False,steel,False,steel,silver,Datejust 36,Standard,2022,False,4,1.0,1.0,automatic,fold clasp,31
690,False,8000,False,rolex,False,steel,False,steel,False,steel,False,steel,red,Oyster Perpetual,Standard,2020,False,6,1.0,1.0,automatic,fold clasp,31
691,False,57425,False,rolex,False,rose gold,False,ceramic,False,rubber,False,rose gold,brown,Unknown/Other,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,44
692,False,39899,False,rolex,False,yellow gold,False,ceramic,False,yellow gold,False,yellow gold,blue,Submariner,Date,2021,False,5,1.0,1.0,automatic,fold clasp,31
693,True,22800,False,rolex,False,gold/steel,False,ceramic,False,gold/steel,False,gold/steel,black,GMT-Master II,Standard,2026,False,0,1.0,1.0,automatic,fold clasp,31
694,False,11749,False,rolex,False,steel,False,platinum,False,steel,False,steel,blue,Yacht-Master 40,Standard,2016,True,10,1.0,1.0,automatic,fold clasp,31
695,False,15925,False,rolex,False,steel,False,white gold,False,steel,False,steel,blue,Datejust 36,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,31
696,False,5195,False,rolex,False,gold/steel,False,,False,,False,,champagne,Lady-Datejust,Standard,1995,False,31,0.0,1.0,,,
697,False,4995,False,rolex,False,steel,False,steel,False,steel,False,steel,silver,Datejust 36,Standard,1964,False,62,1.0,1.0,automatic,fold clasp,26
698,False,7550,False,rolex,False,gold/steel,False,yellow gold,False,gold/steel,False,steel,white,Datejust 36,Standard,1974,True,52,0.0,1.0,automatic,fold clasp,27
699,False,13899,False,rolex,False,steel,False,ceramic,False,steel,False,steel,black,Submariner,Date,2022,False,4,0.0,1.0,automatic,fold clasp,31
700,False,19425,False,rolex,False,steel,False,white gold,False,steel,False,steel,blue,Datejust 41,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,31
701,True,12250,False,rolex,False,steel,False,steel,False,steel,False,steel,grey,Datejust 41,Standard,2021,False,5,1.0,1.0,automatic,fold clasp,31
702,True,6355,False,rolex,False,steel,False,steel,False,steel,False,steel,blue,Unknown/Other,Standard,1999,False,27,0.0,1.0,automatic,fold clasp,
703,False,9428,False,rolex,False,steel,False,steel,False,steel,False,steel,white,Explorer II,Standard,1999,False,27,1.0,1.0,automatic,fold clasp,31
704,True,104999,False,rolex,False,white gold,False,ceramic,False,rubber,False,white gold,meteorite,Unknown/Other,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,44
705,False,15325,False,rolex,False,steel,False,ceramic,False,steel,False,steel,black,Submariner,Date,2022,False,4,1.0,1.0,automatic,fold clasp,31
706,True,5495,False,rolex,False,yellow gold,False,,False,leather,False,,champagne,Cellini,Standard,1993,False,33,0.0,1.0,quartz,,
707,False,19425,False,rolex,False,steel,False,yellow gold,False,gold/steel,False,gold/steel,white,Datejust 41,Standard,2024,False,2,1.0,1.0,automatic,fold clasp,31
708,False,62500,False,rolex,False,rose gold,False,rose gold,False,rose gold,False,rose gold,green,Day-Date 40,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,31
709,False,11900,False,rolex,False,gold/steel,False,white gold,False,steel,False,steel,pink,Datejust 31,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,31
710,False,26300,False,rolex,False,yellow gold,False,yellow gold,False,yellow gold,False,yellow gold,blue,Submariner,Date,1984,False,42,0.0,1.0,automatic,fold clasp,27
711,False,8999,False,rolex,False,yellow gold,False,,False,,False,,silver,Day-Date 36,Standard,,False,,0.0,1.0,automatic,,
712,False,7295,False,rolex,False,steel,False,steel,False,steel,False,steel,black,Oyster Perpetual,Standard,2018,False,8,1.0,1.0,automatic,fold clasp,31
713,False,17495,False,rolex,False,gold/steel,False,yellow gold,False,gold/steel,False,yellow gold,white,Lady-Datejust,Standard,2020,False,6,1.0,1.0,automatic,fold clasp,31
714,False,12472,True,rolex,False,steel,False,steel,False,steel,False,,black,GMT-Master II,Standard,,False,,0.0,1.0,automatic,,
715,False,24299,False,rolex,False,white gold,False,white gold,False,steel,False,steel,blue,Sky-Dweller,Standard,2022,False,4,1.0,1.0,automatic,fold clasp,40
716,False,28306,False,rolex,False,yellow gold,False,yellow gold,False,leather,False,yellow gold,white,Unknown/Other,Standard,1997,False,29,1.0,1.0,automatic,fold clasp,31
717,True,29995,False,rolex,False,steel,False,ceramic,False,steel,False,steel,meteorite,GMT-Master II,Standard,2018,False,8,1.0,1.0,automatic,fold clasp,31
718,False,16825,False,rolex,False,platinum,False,platinum,False,steel,False,steel,grey,Yacht-Master 40,Standard,2023,False,3,1.0,1.0,automatic,fold clasp,31
719,False,47999,False,rolex,False,yellow gold,False,yellow gold,False,yellow gold,False,yellow gold,gold,Day-Date 40,Standard,2021,False,5,1.0,1.0,automatic,fold clasp,31
720,True,62000,False,rolex,False,yellow gold,False,yellow gold,False,yellow gold,False,yellow gold,black,Day-Date 40,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,31
721,False,2760,False,rolex,False,steel,False,steel,False,steel,False,steel,black,Unknown/Other,Standard,1962,True,64,0.0,1.0,manual winding,fold clasp,
722,True,29995,False,rolex,False,steel,False,ceramic,False,steel,False,steel,meteorite,GMT-Master II,Standard,2018,False,8,1.0,1.0,automatic,fold clasp,31
723,False,8150,False,rolex,False,steel,False,steel,False,steel,False,steel,black,Datejust 36,Standard,2021,False,5,1.0,1.0,automatic,fold clasp,31
724,False,10400,False,rolex,False,steel,False,steel,False,steel,False,steel,grey,Datejust 36,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,31
725,False,11000,False,rolex,False,steel,False,steel,False,steel,False,steel,green,Oyster Perpetual,Standard,2026,False,0,1.0,1.0,automatic,fold clasp,31
726,True,7556,False,rolex,False,steel,False,gem-set,False,steel,False,steel,blue,Unknown/Other,Standard,,False,,0.0,1.0,automatic,fold clasp,
727,False,5749,False,rolex,False,steel,False,steel,False,steel,False,steel,silver,Air King,Standard,2010,True,16,1.0,1.0,automatic,fold clasp,31
728,False,19680,False,rolex,False,yellow gold,False,yellow gold,False,yellow gold,False,yellow gold,black,Day-Date 36,Standard,1984,False,42,0.0,1.0,automatic,"fold clasp, hidden",27
729,True,20990,False,rolex,False,steel,False,ceramic,False,steel,False,steel,black,GMT-Master II,Standard,2026,False,0,1.0,1.0,automatic,fold clasp,31
730,False,8499,False,rolex,False,steel,False,steel,False,steel,False,steel,black,Explorer,Standard,2019,False,7,1.0,1.0,automatic,fold clasp,31
731,False,12230,False,rolex,False,steel,False,steel,False,steel,False,steel,black,GMT-Master II,Standard,1999,True,27,0.0,1.0,automatic,fold clasp,31
732,False,22700,False,rolex,False,steel,False,ceramic,False,steel,False,steel,black,GMT-Master II,Standard,2024,False,2,1.0,1.0,automatic,fold clasp,31
733,True,19599,False,rolex,False,,False,,False,gold/steel,False,,,Datejust 41,Standard,2025,False,1,1.0,1.0,automatic,,
734,True,9655,False,rolex,False,yellow gold,False,yellow gold,False,leather,False,steel,white,Unknown/Other,Standard,1981,False,45,1.0,1.0,automatic,buckle,
735,False,8695,False,rolex,False,steel,False,steel,False,steel,False,steel,purple,Oyster Perpetual,Standard,2018,True,8,1.0,1.0,automatic,fold clasp,31
736,True,46750,False,rolex,False,yellow gold,False,yellow gold,False,yellow gold,False,yellow gold,white,Unknown/Other,Standard,2017,False,9,1.0,1.0,automatic,fold clasp,44
737,False,7250,False,rolex,False,steel,False,steel,False,steel,False,steel,black,Unknown/Other,Standard,2002,False,24,1.0,1.0,automatic,fold clasp,31
738,True,12000,False,rolex,False,steel,False,,False,steel,False,,black,Submariner,Date,,False,,0.0,1.0,automatic,,
